question_id,prompt,answer
1,"You provide smallholder farmers in Kenya with high quality agricultural advice and information. Please respond to the following question like an agronomist or agricultural extension agent would respond to a smallholder farmer. Be factually correct, precise and make the response understandable for a smallholder farmer. Do not use more than 10 sentences.

Question: What is the appropriate age for vaccination of cows?  ","Different vaccines are given at different ages because they protect against specific diseases. For instance, blackleg and anthrax vaccinations often start around 3–4 months of age, followed by annual boosters. Foot and mouth disease vaccines are commonly administered from about 6 months of age, then repeated every 6 months or as advised by local authorities. Brucellosis vaccines are usually given once to female calves between 4 and 8 months. Always provide boosters as recommended on the vaccine label for lasting protection. Keep detailed records of vaccination dates and types. Consult with a veterinarian or extension officer to confirm the best schedule for your area. Ensure your calves get colostrum from the mother within the first few hours of life to help strengthen their immunity. Proper vaccination at the correct age will help you safeguard your herd from serious diseases."
2,"You provide smallholder farmers in Kenya with high quality agricultural advice and information. Please respond to the following question like an agronomist or agricultural extension agent would respond to a smallholder farmer. Be factually correct, precise and make the response understandable for a smallholder farmer. Do not use more than 10 sentences.

Question: What should I do to prevent the mango tree from rotting and falling ","First, make sure water does not pool around the trunk by improving drainage or planting on raised beds.  
Second, prune any dead or infected branches to stop fungal diseases from spreading.  
Third, remove fallen leaves or rotting fruits from around the tree to prevent disease buildup.  
Fourth, avoid injuring the trunk and roots with tools or machinery.  
Fifth, apply well-rotted manure and balanced fertilizers to keep the tree healthy and strong.  
Sixth, regularly inspect the trunk for signs of decay, such as discoloration or soft wood.  
Seventh, treat any disease symptoms early with recommended fungicides after consulting an agricultural specialist.  
Eighth, ensure proper spacing between mango trees so they get enough air and sunlight.  
Finally, maintain good orchard hygiene by disposing of any infected material far away from healthy trees."
3,"You provide smallholder farmers in Kenya with high quality agricultural advice and information. Please respond to the following question like an agronomist or agricultural extension agent would respond to a smallholder farmer. Be factually correct, precise and make the response understandable for a smallholder farmer. Do not use more than 10 sentences.

Question: What are alternative crops to cowdung?","Cow dung is animal manure, not a crop, so I’ll assume you want alternatives for organic fertilizer. Chicken manure is a good choice because it is rich in nitrogen and breaks down quickly. Goat or sheep manure also works well, adding balanced nutrients to the soil. Another option is making compost from crop residues, kitchen waste, and garden clippings. You can also grow legumes like beans or cowpeas and use their residue as green manure. Vermicompost (worm compost) produces a rich fertilizer that improves soil structure. If available, use well-rotted farmyard manure or plant-based mulches like chopped leaves and straw. Always apply these fertilizers properly, mixing them into the soil. Regularly test your soil to know the right amount to use. This helps avoid nutrient imbalances and keeps your soil healthy."
4,"You provide smallholder farmers in Kenya with high quality agricultural advice and information. Please respond to the following question like an agronomist or agricultural extension agent would respond to a smallholder farmer. Be factually correct, precise and make the response understandable for a smallholder farmer. Do not use more than 10 sentences.

Question: What are the effects of marigold as a trap crop?","Marigolds release chemicals from their roots that help reduce harmful nematodes in the soil. Their bright flowers also attract beneficial insects such as ladybugs and lacewings, which help control pests. When planted around crops like tomatoes, beans, or cabbages, marigolds can divert pests away from the main crop. They are known to be particularly effective against root-knot nematodes, which can damage crop roots. The strong scent of marigold leaves and flowers may repel certain destructive insects, limiting infestations. However, marigolds should be planted in sufficient numbers and in the right pattern around your field for best results. Regularly remove spent blooms to encourage continuous flowering and maximum pest control benefits. Ensure your main crop is well-managed alongside the marigolds for healthy growth."
5,"You provide smallholder farmers in Kenya with high quality agricultural advice and information. Please respond to the following question like an agronomist or agricultural extension agent would respond to a smallholder farmer. Be factually correct, precise and make the response understandable for a smallholder farmer. Do not use more than 10 sentences.

Question: How do I prevent leaf blight in chili?","1. Start with clean, certified seed or healthy seedlings to avoid introducing diseases.  
2. Practice crop rotation by growing chili in a different spot from previous seasons, ideally after cereals or legumes.  
3. Space your chili plants to allow good air circulation and reduce humidity around leaves.  
4. Water at the base of the plants rather than overhead to keep leaves dry.  
5. Regularly remove and destroy any infected leaves or plants to prevent the spread of the disease.  
6. Keep your field free of weeds and dead plant debris, which can harbor disease.  
7. Apply well-balanced fertilizers and organic matter to keep plants healthy and resistant.  
8. If you see early signs of blight, use recommended fungicides such as copper-based products or mancozeb.  
9. Always follow the instructions on fungicide labels and practice proper spraying intervals.  "
6,"You provide smallholder farmers in Kenya with high quality agricultural advice and information. Please respond to the following question like an agronomist or agricultural extension agent would respond to a smallholder farmer. Be factually correct, precise and make the response understandable for a smallholder farmer. Do not use more than 10 sentences.

Question: Can the quantity of grain be increased in the absence of green fodder?  ","Yes, you can still increase grain yields without green fodder, but it requires careful management. First, use high-quality seeds that are suited to your local conditions. Second, enrich your soil with compost or manure from other sources if available. Third, practice proper crop rotation, especially by rotating with legumes that fix nitrogen in the soil. Fourth, ensure timely planting to take advantage of the rainy season. Fifth, control weeds and pests early to prevent them from reducing yields. Lastly, apply recommended fertilizers according to soil test results to give your crops the nutrients they need."
7,"You provide smallholder farmers in Kenya with high quality agricultural advice and information. Please respond to the following question like an agronomist or agricultural extension agent would respond to a smallholder farmer. Be factually correct, precise and make the response understandable for a smallholder farmer. Do not use more than 10 sentences.

Question: How do I to recognize milk fever in cows?  ","Milk fever often happens shortly after a cow has calved, especially in older or high-producing cows. Early signs include restlessness, loss of appetite, and reduced rumination (chewing cud). You may notice the cow trembling, seeming unsteady on her feet, or stumbling. Her ears and nose can feel cold, and she may collapse if the condition worsens. She might also carry her head tucked in and appear weak in the hind legs. Listen for a slow or weak heartbeat and check if her temperature drops below normal. If you see these signs, call a vet right away to prevent permanent damage."
8,"You provide smallholder farmers in Kenya with high quality agricultural advice and information. Please respond to the following question like an agronomist or agricultural extension agent would respond to a smallholder farmer. Be factually correct, precise and make the response understandable for a smallholder farmer. Do not use more than 10 sentences.

Question: Can animal feed be made at home?  ","Yes, you can make animal feed at home using locally available ingredients like maize bran, fish meal, soybean meal, or sunflower cake.  
First, you need to identify your livestock’s nutritional requirements, including energy, protein, vitamins, and minerals.  
Measure each ingredient carefully based on your animal’s needs, then mix them thoroughly to ensure a uniform blend.  
Add salt, mineral premixes, and other supplements recommended by an agricultural extension officer for balanced nutrition.  
Ensure the ingredients are clean, free from mold, and stored in a dry, cool place before mixing.  
After mixing, store the homemade feed in airtight containers or bags to keep it fresh and protected from pests.  
Label the containers with the date of mixing, so you know when it will start to lose quality.  
Observe your livestock’s performance and consult an expert if you need to adjust the formula.  "
9,"You provide smallholder farmers in Kenya with high quality agricultural advice and information. Please respond to the following question like an agronomist or agricultural extension agent would respond to a smallholder farmer. Be factually correct, precise and make the response understandable for a smallholder farmer. Do not use more than 10 sentences.

Question: How do I to choose a suitable breed of cow?  ","First, consider your farm’s environment, including temperature and rainfall, because some breeds do better in hot or dry climates than others. Second, look at feed availability on your farm, as high-yielding breeds need more nutrition. Third, decide if you want cows primarily for milk or meat, because dual-purpose breeds can provide both. Fourth, pick a breed known for good disease resistance, such as the local Zebu, which is more tolerant to harsh conditions. Fifth, if you have enough resources for quality feeds, Holstein-Friesian or Ayrshire can provide higher milk yields. Sixth, talk to neighbors or local extension officers to find out which breeds perform well in your area. Seventh, check that the breed has proven records of good productivity and adaptability. Eighth, consider your budget, because some breeds and their management costs can be much higher. Ninth, ask a veterinarian for advice on preventing and controlling diseases in different breeds. Finally, remember that looking after your chosen breed with good management, feeding, and healthcare is key to success."
10,"You provide smallholder farmers in Kenya with high quality agricultural advice and information. Please respond to the following question like an agronomist or agricultural extension agent would respond to a smallholder farmer. Be factually correct, precise and make the response understandable for a smallholder farmer. Do not use more than 10 sentences.

Question: What are some regenerative farming strategies I can try?","Try rotating your crops, especially with nutrient-fixing legumes like beans or pigeon peas to keep your soil healthy.  
Grow cover crops, such as cowpeas, to protect the soil from erosion and add organic matter.  
Apply compost, decomposed animal manure, or crop residues to boost soil fertility.  
Minimize plowing or tilling your fields to protect beneficial organisms and maintain soil structure.  
Plant trees or shrubs along field boundaries to reduce soil erosion and enhance biodiversity.  
Collect and use rainwater effectively by building contours or water catchment structures.  
Adopt integrated pest management by attracting beneficial insects with flowering plants and avoiding chemical overuse.  
Monitor your fields regularly and maintain good records of pests, inputs, and yields.  
Test your soil every couple of seasons to understand nutrient needs.  
Adjust your practices based on these observations for continual improvement.  "
