question_id,prompt,answer
1,"You provide smallholder farmers in Kenya with high quality agricultural advice and information. Please respond to the following question like an agronomist or agricultural extension agent would respond to a smallholder farmer. Be factually correct, precise and make the response understandable for a smallholder farmer. Do not use more than 10 sentences.

Question: What is the appropriate age for vaccination of cows?  ","Thank you for your question about cattle vaccination. Proper vaccination timing is crucial for your cows' health. Start vaccinating calves when they are 3-4 months old, as this is when the immunity they got from their mother's milk begins to decrease. For most common diseases like Foot and Mouth Disease (FMD), vaccinate every 4-6 months throughout the cow's life. For lumpy skin disease, vaccinate annually. Anthrax and blackleg vaccines should be given annually, starting when calves are 6 months old. East Coast Fever (ECF) vaccination should be done when calves are between 1-2 months old. Always consult your local veterinary officer for a specific vaccination schedule that suits your area, as disease risks can vary by region. Keep good records of when you vaccinate each animal. Remember that vaccines need proper storage (usually in a cool place) to remain effective."
2,"You provide smallholder farmers in Kenya with high quality agricultural advice and information. Please respond to the following question like an agronomist or agricultural extension agent would respond to a smallholder farmer. Be factually correct, precise and make the response understandable for a smallholder farmer. Do not use more than 10 sentences.

Question: What should I do to prevent the mango tree from rotting and falling ","Thank you for your question about protecting your mango tree. To prevent rotting and falling, first check for any wounds or cuts on the trunk and main branches, as these are entry points for fungi that cause rot. Clean any wounds you find and apply copper-based fungicide to protect them. Ensure good drainage around the tree base by slightly raising the soil level and avoiding water pooling around the trunk. Regularly prune dead, diseased, or crossing branches to improve air circulation and reduce disease pressure. Don't pile mulch directly against the trunk as this promotes rot - leave a 10cm gap. If you notice mushrooms growing on the trunk or major branches, this indicates internal rot - consult an extension officer immediately as the tree may need removal. During the rainy season, inspect your tree monthly for signs of rot like soft spots, discolored bark, or oozing sap. Remember that prevention is better than cure - maintain good tree health through proper fertilization and irrigation practices."
3,"You provide smallholder farmers in Kenya with high quality agricultural advice and information. Please respond to the following question like an agronomist or agricultural extension agent would respond to a smallholder farmer. Be factually correct, precise and make the response understandable for a smallholder farmer. Do not use more than 10 sentences.

Question: What are alternative crops to cowdung?","I understand you're asking about alternatives to cow manure for fertilizing your crops. Here are good organic alternatives that can enrich your soil: Chicken manure is very rich in nutrients but should be composted first before use. Goat and sheep manure are excellent options that break down quickly and can be applied directly to fields. Plant-based green manure like Tithonia (wild sunflower) leaves or legume residues can be plowed into the soil before planting. Well-made compost from crop residues, kitchen waste, and plant materials provides good nutrients. You can also grow nitrogen-fixing cover crops like lablab, mucuna, or desmodium between seasons to naturally enrich your soil. If available, dried biochar (charred organic material) mixed with manure or compost can improve soil quality. For best results, combine any of these alternatives with good soil conservation practices like mulching and minimum tillage."
4,"You provide smallholder farmers in Kenya with high quality agricultural advice and information. Please respond to the following question like an agronomist or agricultural extension agent would respond to a smallholder farmer. Be factually correct, precise and make the response understandable for a smallholder farmer. Do not use more than 10 sentences.

Question: What are the effects of marigold as a trap crop?","Marigold is an excellent companion plant that helps protect your main crops in several ways. When planted around your field or between crop rows, marigolds release a strong scent that repels harmful pests like nematodes, whiteflies, and some species of beetles. The roots of marigolds produce natural chemicals that kill harmful nematodes (tiny worms) in the soil, which can damage crop roots. Marigolds also attract beneficial insects like bees, butterflies, and ladybugs that help with pollination and pest control. Since marigolds have bright yellow and orange flowers, they can draw pests away from your main crop by acting as a ""trap crop."" For best results, plant marigolds around the borders of your field or between every 10-15 rows of your main crop. The African or French marigold varieties work best for pest control. Remember to plant marigolds 2-3 weeks before your main crop to allow them to establish and start providing protection."
5,"You provide smallholder farmers in Kenya with high quality agricultural advice and information. Please respond to the following question like an agronomist or agricultural extension agent would respond to a smallholder farmer. Be factually correct, precise and make the response understandable for a smallholder farmer. Do not use more than 10 sentences.

Question: How do I prevent leaf blight in chili?","To prevent leaf blight in your chili plants, start by using disease-free seeds and planting in well-drained soil with proper spacing to allow good air circulation between plants. Practice crop rotation by not growing chilies or related crops like tomatoes in the same plot for at least 2-3 years. Remove and destroy infected leaves and plants immediately to prevent disease spread. Water your plants at the base rather than on leaves, and preferably early in the morning so leaves can dry during the day. Keep your field weed-free as weeds can harbor disease-causing organisms. If available, use copper-based fungicides as a preventive measure during humid conditions when disease risk is high. For better disease resistance, choose varieties that are known to tolerate leaf blight in your area - consult your local agrovet or extension officer for recommendations. Maintain proper plant nutrition through balanced fertilization, as healthy plants are better able to resist disease."
6,"You provide smallholder farmers in Kenya with high quality agricultural advice and information. Please respond to the following question like an agronomist or agricultural extension agent would respond to a smallholder farmer. Be factually correct, precise and make the response understandable for a smallholder farmer. Do not use more than 10 sentences.

Question: Can the quantity of grain be increased in the absence of green fodder?  ","Yes, you can still achieve good grain yields even without green fodder, but you need to ensure proper nutrition for your animals through alternative feeds. You can use dry fodder like hay and crop residues (maize stover, wheat straw) combined with concentrated feeds like dairy meal, wheat bran, or cotton seed cake to meet your animals' nutritional needs. To maintain milk production and get quality manure for your crops, make sure to balance the protein and energy in the feed by mixing roughage (dry fodder) with concentrates in the right proportions - generally 60-70% roughage and 30-40% concentrates. Store your dry fodder properly to prevent molding and nutrient loss by keeping it in a dry, covered area off the ground. Consider growing drought-resistant fodder crops like napier grass or sorghum that you can preserve as hay for use during dry periods. Remember to always provide clean, fresh water to your animals, as good hydration is essential for digestion and milk production."
7,"You provide smallholder farmers in Kenya with high quality agricultural advice and information. Please respond to the following question like an agronomist or agricultural extension agent would respond to a smallholder farmer. Be factually correct, precise and make the response understandable for a smallholder farmer. Do not use more than 10 sentences.

Question: How do I to recognize milk fever in cows?  ","Milk fever usually occurs within 72 hours after calving and shows clear warning signs that you should watch for. The first sign is that the cow becomes weak, unsteady when walking, and may appear nervous or restless. As the condition worsens, the cow will lie down and be unable to stand up, with her head typically turned towards her flank. You'll notice that her ears, nose and legs feel cold to touch, and her body temperature will be lower than normal. The cow may also have muscle tremors, especially around the head and legs, and appear sluggish or unresponsive. Another key sign is that the cow stops eating and drinking, and milk production drops suddenly. If you notice these symptoms, especially right after calving, contact your veterinarian immediately as milk fever can be fatal if not treated quickly. The good news is that milk fever can be successfully treated if caught early through calcium injections given by a qualified veterinarian."
8,"You provide smallholder farmers in Kenya with high quality agricultural advice and information. Please respond to the following question like an agronomist or agricultural extension agent would respond to a smallholder farmer. Be factually correct, precise and make the response understandable for a smallholder farmer. Do not use more than 10 sentences.

Question: Can animal feed be made at home?  ","Yes, you can make quality animal feed at home to save money, as long as you follow proper guidelines. For dairy cows, you can make nutritious feed by mixing maize germ, wheat bran, sunflower or cotton seed cake, mineral premix, and crushed maize in the right proportions - I can provide specific ratios if needed. For chickens, you can mix maize germ, sunflower cake, fish meal or omena, limestone, and crushed maize to make a balanced feed. It's important to always include the right minerals and protein sources in your homemade feed to keep your animals healthy and productive. Store ingredients in a dry place to prevent mold growth and mix small batches that can be used within 2-3 weeks. While making feed at home requires some initial investment in ingredients and a grinding machine, it usually works out cheaper than buying commercial feed in the long run. Remember to introduce any new feed gradually over 7-10 days to allow animals to adjust. I recommend getting proper training from your local agricultural extension officer before starting to make your own feed."
9,"You provide smallholder farmers in Kenya with high quality agricultural advice and information. Please respond to the following question like an agronomist or agricultural extension agent would respond to a smallholder farmer. Be factually correct, precise and make the response understandable for a smallholder farmer. Do not use more than 10 sentences.

Question: How do I to choose a suitable breed of cow?  ","Thank you for your question about choosing a suitable dairy cow breed. For Kenyan smallholder farmers, I recommend considering either Friesian, Jersey, Ayrshire, or Guernsey breeds, as they are well-adapted to our conditions. Your choice should depend on your location's climate, available feed resources, and your farming goals. Friesians produce the highest milk volumes but require more feed and are less heat tolerant, while Jerseys produce less milk but with higher butterfat content and are more feed efficient. Ayrshires are hardy and adapt well to various environments, making them a good choice for many areas in Kenya. Consider your farm's capacity to provide adequate feed and housing - a well-cared-for local or crossbreed cow is better than a poorly managed exotic breed. Before making your final choice, visit successful dairy farmers in your area to see which breeds perform well under similar conditions. I also recommend consulting your local livestock extension officer who can assess your specific situation and help you make the best choice."
10,"You provide smallholder farmers in Kenya with high quality agricultural advice and information. Please respond to the following question like an agronomist or agricultural extension agent would respond to a smallholder farmer. Be factually correct, precise and make the response understandable for a smallholder farmer. Do not use more than 10 sentences.

Question: What are some regenerative farming strategies I can try?","Let me share some practical regenerative farming methods that can help improve your soil and crops. First, practice minimum tillage by disturbing the soil as little as possible when planting, which helps maintain soil structure and beneficial organisms. Add organic matter to your soil by using crop residues, animal manure, and compost to increase fertility naturally. Plant cover crops like desmodium, lablab, or mucuna between your main growing seasons to protect the soil and add nutrients. Practice crop rotation by changing what you grow in each plot every season - for example, following maize with legumes like beans or groundnuts. Create diversity by intercropping different plants together, like maize with beans or cowpeas. Use natural pest control methods by planting pest-repelling crops like marigolds or pyrethrum around your fields. Consider integrating livestock into your farm system, as their manure helps build soil fertility. Maintain living roots in the soil as much as possible throughout the year to keep soil biology active."
