question_id,prompt,answer,correct_answer
1,"You provide smallholder farmers in Kenya with agricultural advice and information. For the following multiple choice question, please select the correct answer(s) from options A to E and provide a detailed rationale for your choice. There can be multiple correct answers.

Question: How do I, in the shortest duration and cost effectively correct for nutrient deficiency in my farm?

Answer options:
A. Test soil for nutrient deficiency or perform visual observations of the crop to diagnose the deficiency; get the right source of fertilizer to replenish the deficiency; apply the right rate of the fertilizer that would sufficiently correct the deficiency; apply the fertilizer at the right stage of the crop to maximize uptake and use…remember to apply when soil is moist; place the fertilizer close to the plant root zone but not too close to avoid scotching
B. Test soil for nutrient deficiency or perform visual observations of the crop to diagnose the deficiency; apply well rotten manure; apply the right rate of the manure that would sufficiently correct the deficiency; apply the manure at the right stage of the crop to maximize uptake and use…remember to apply when soil is moist; place the manure close to the plant root zone but not too close to avoid scotching
C. Apply fertilizer at the right rate, and the right stage of the crop; place the fertilizer close to the root system

Your response must follow this format exactly:

Correct answer: [OPTION(S)]

Rationale: [Not longer than 10 sentences]","Correct answer: A

Rationale: Option A includes all the essential steps of quickly and cost-effectively correcting a nutrient deficiency: diagnosing the nutrient problem, choosing the right fertilizer source and rate, timing the application to match the crop’s growth stage, and placing the fertilizer correctly to maximize uptake. This method addresses the deficiency in the shortest time because inorganic fertilizers typically release nutrients more rapidly than organic sources such as manure.",A
2,"You provide smallholder farmers in Kenya with agricultural advice and information. For the following multiple choice question, please select the correct answer(s) from options A to E and provide a detailed rationale for your choice. There can be multiple correct answers.

Question: How do I implement integrated pest management (IPM) on a farm?

Answer options:
A. Plant early and with the right seeds to ensure healthy and vigorous crops, continuously monitor pest populations, in case of infestation surpassing the threshold level, start by applying cultural methods, integrate biological and physical options before resulting to chemical control, evaluate control methods, and adjust strategies.
B. Monitor pest populations, use biological control methods, and apply chemical control as a last resort.
C. Evaluate control methods, apply biological controls, and monitor pest populations.
D. Apply chemical control when needed, monitor pest populations, evaluate control methods, and adjust strategies.

Your response must follow this format exactly:

Correct answer: [OPTION(S)]

Rationale: [Not longer than 10 sentences]","Correct answer: A, B

Rationale: Option A comprehensively covers preventive measures, monitoring to identify pest thresholds, and prioritizing cultural, biological, and physical methods before chemical use. Option B also aligns with IPM by emphasizing monitoring, biological control, and using chemical control only when necessary. Both emphasize observation and minimal chemical reliance, which are central IPM principles. Option C and D are incomplete because they omit key prevention and threshold strategies or do not adequately prioritize non-chemical controls.",A
3,"You provide smallholder farmers in Kenya with agricultural advice and information. For the following multiple choice question, please select the correct answer(s) from options A to E and provide a detailed rationale for your choice. There can be multiple correct answers.

Question: How do I calibrate a knapsack sprayer to ensure accurate pesticide application?

Answer options:
A. Measure the sprayer output over a known time and area, calculate the required nozzle flow rate based on walking speed and spray width, adjust nozzle settings and pressure accordingly, and conduct a field test to confirm uniform and accurate application.
B. Adjust the nozzle settings, measure the sprayer output, calculate the required nozzle flow rate, and conduct a field test.
C. Conduct a field test, measure the sprayer output, calculate the required nozzle flow rate, and adjust the nozzle settings.
D. Measure the sprayer output, conduct a field test, adjust the nozzle settings, and calculate the required nozzle flow rate.

Your response must follow this format exactly:

Correct answer: [OPTION(S)]

Rationale: [Not longer than 10 sentences]","Correct answer: A

Rationale: Measuring the sprayer output first provides a baseline for how much liquid the sprayer delivers. Then, calculating the required nozzle flow rate based on walking speed and spray width ensures correct doses of pesticide per unit area. Adjusting nozzle settings and pressure is crucial to match that calculated rate. Finally, a field test confirms whether the sprayer is delivering a uniform and correct volume across the treatment area.",A
4,"You provide smallholder farmers in Kenya with agricultural advice and information. For the following multiple choice question, please select the correct answer(s) from options A to E and provide a detailed rationale for your choice. There can be multiple correct answers.

Question: What is the right procedure to harvest onions?

Answer options:
A. Harvest during the dry season, at about 90-150 after planting depending on the variety. The crop must be mature by observing that the tops have started to yellow or droop, and the bulbs will have formed shing membranous cover around them. To harvest, loosen the soil around the plants to allow for easier removal. Pull the bulbs by hand or dig them up with garden fork. Once the bulbs are out of the ground, cut the tops back to about one inch. Clean the bulbs and let them dry in the sun to cure (dry out) before storing. If long storage is intended, cure the bulbs in a well-ventilated store by spreading on racks until the necks and outer scale leaves of the bulbs are thoroughly dried.
B. Harvest during the wet season, at about 90-150 after planting depending on the variety. The crop must be mature by observing that the tops have started to yellow or droop, and the bulbs will have formed shing membranous cover around them. To harvest, loosen the soil around the plants to allow for easier removal. Pull the bulbs by hand or dig them up with garden fork. Once the bulbs are out of the ground, cut the tops back to about one inch. Clean the bulbs and let them dry in the sun to cure (dry out) before storing. If long storage is intended, cure the bulbs in a well-ventilated store by spreading on racks until the necks and outer scale leaves of the bulbs are thoroughly dried.
C. Harvest at about 90-150 after planting depending on the variety. The crop must be mature by observing that the tops have started to yellow or droop, and the bulbs will have formed shing membranous cover around them. To harvest, loosen the soil around the plants to allow for easier removal. Pull the bulbs by hand or dig them up with garden fork. Clean the bulbs and let them dry in the sun to cure (dry out) before storing. If long storage is intended, cure the bulbs in a well-ventilated store by spreading on racks until the necks and outer scale leaves of the bulbs are thoroughly dried.
D. Harvest during the dry season, at about 90-150 after planting depending on the variety. To harvest, loosen the soil around the plants to allow for easier removal. Pull the bulbs by hand or dig them up with garden fork. Once the bulbs are out of the ground, cut the tops back to about one inch. Clean the bulbs and let them dry in the sun to cure (dry out) before storing. If long storage is intended, cure the bulbs in a well-ventilated store by spreading on racks until the necks and outer scale leaves of the bulbs are thoroughly dried.

Your response must follow this format exactly:

Correct answer: [OPTION(S)]

Rationale: [Not longer than 10 sentences]","Correct answer: [A, C]

Rationale: Harvesting onions requires checking for maturity (tops drooping or yellowing and bulbs developing a proper cover) and ensuring proper curing conditions. Option A correctly specifies harvesting in the dry season and includes signs of maturity, loosening the soil, trimming tops, and curing to maintain quality. Option B is incorrect because it suggests harvesting in the wet season, which can lead to bulb rot and poor curing. Option C accurately describes maturity indicators and proper post-harvest handling but does not specify the dry season, which is still acceptable if proper curing is done. Option D omits checking for maturity before harvesting and thus is incomplete.",A
5,"You provide smallholder farmers in Kenya with agricultural advice and information. For the following multiple choice question, please select the correct answer(s) from options A to E and provide a detailed rationale for your choice. There can be multiple correct answers.

Question: How should I wear PPE?

Answer options:
A. Put on overall/coveralls first, then gloves, mask, and finish with the face shield
B. Put on the mask first, then gloves, overall/coveralls, and finish with the face shield.
C. To ensure personal safety when handling pesticides in the store, transporting or when spraying, the applicator should put on the appropriate overall/coveralls first, then the gumboots, then a mask, followed by gloves, and lastly a face shield.
D. Put on gloves, then a face shield, followed by overall/coveralls, and finally a mask.

Your response must follow this format exactly:

Correct answer: [OPTION(S)]

Rationale: [Not longer than 10 sentences]","Correct answer: C

Rationale: When donning PPE for pesticide handling, you should first put on your overall/coveralls, ensuring full body protection. Next, wear enclosed footwear (gumboots). Then apply your respiratory protection (mask) so that it fits firmly before covering it with gloves. Finally, place the face shield on last for eye and face protection. This sequence minimizes contamination risk and ensures that each protective layer functions effectively.",C
6,"You provide smallholder farmers in Kenya with agricultural advice and information. For the following multiple choice question, please select the correct answer(s) from options A to E and provide a detailed rationale for your choice. There can be multiple correct answers.

Question: How do I use animal waste management on a mixed crop-livestock farm?

Answer options:
A. Collect animal waste and dump it directly onto crop fields.
B. Heap all the animal waste together then burn all the waste to dispose of it quickly and efficiently.
C. Collect animal waste and any agricultural waste regularly, compost it for 3–4 months and keep turning it regularly, and then apply it to crops during land preparation.
D. Store manure in open pits near water sources to allow it to decompose naturally.

Your response must follow this format exactly:

Correct answer: [OPTION(S)]

Rationale: [Not longer than 10 sentences]","Correct answer: C

Rationale: Composting animal and agricultural waste is the most effective way to manage waste on a mixed crop-livestock farm. This process helps break down harmful pathogens, reduces odors, and preserves essential nutrients for soil fertility. Turning the compost pile regularly ensures sufficient aeration and promotes quicker decomposition. After 3–4 months, the resulting manure is an excellent organic fertilizer that can be safely applied during land preparation.",C
7,"You provide smallholder farmers in Kenya with agricultural advice and information. For the following multiple choice question, please select the correct answer(s) from options A to E and provide a detailed rationale for your choice. There can be multiple correct answers.

Question: How do I determine the seed rate required for planting on a farm?

Answer options:
A. Calculate the field area, determine the crop variety, estimate the required seeds per hectare, and apply the seed rate.
B. Determine the crop variety, calculate the field area, estimate the required seeds per hectare, and apply the seed rate.
C. Estimate the required seeds per hectare, calculate the field area, determine the crop variety, and apply the seed rate.
D. Calculate the field area, determine appropriate plant spacing for the selected crop variety, estimate the number of seeds needed per hectare based on spacing and germination rate, and apply the seed rate accordingly.

Your response must follow this format exactly:

Correct answer: [OPTION(S)]

Rationale: [Not longer than 10 sentences]","Correct answer: [D]

Rationale: Determining the farm’s area and knowing the appropriate plant spacing for the specific crop variety are crucial first steps in calculating seed rate. Plant spacing helps estimate the number of seeds needed per hectare. Accounting for the germination rate ensures that the final stand of plants meets the intended population. Therefore, option D is the most comprehensive method to accurately determine the seed rate required.",D
8,"You provide smallholder farmers in Kenya with agricultural advice and information. For the following multiple choice question, please select the correct answer(s) from options A to E and provide a detailed rationale for your choice. There can be multiple correct answers.

Question: Last year I experienced significant losses in my stored maize grain. How do I handle my grain to minimize these losses?

Answer options:
A. Harvest the crop when the leaves are dry. Thresh the grain either manually or mechanically but avoid seed breakage. Mix the grain with an insecticide (grain dust) at the recommended rate. Put the treated grain in gunny bags ready storage. Alternatively, you can put dry grain in hermetic without treating with insecticide. Clean the store, and dust it with insecticides before storing the bags. Ensure the store is well ventilated, and free from rodents, and stack the bags on pallets and in a way that ventilation is maximized.
B. Harvest during the dry season, and importantly when maize is physiologically mature. Dry the harvested cobs under the until the moisture content is reduced to about 13%. You can estimate that the grain is dry by doing simple tests like salt test or biting test. Thresh the grain either manually or mechanically but avoid seed breakage. Mix the grain with an insecticide (grain dust) at the recommended rate. Put the treated grain in gunny bags ready storage. Alternatively, you can put dry grain in hermetic without treating with insecticide. Clean the store, and dust it with insecticides before storing the bags.
C. Harvest during the dry season, and importantly when maize is physiologically mature. Thresh the grain either manually or mechanically but avoid seed breakage. Mix the grain with an insecticide (grain dust) at the recommended rate. Put the treated grain in gunny bags ready storage. Alternatively, you can put dry grain in hermetic without treating with insecticide. Clean the store, and dust it with insecticides before storing the bags. Ensure the store is well ventilated, and free from rodents, and stack the bags on pallets and in a way that ventilation is maximized.
D. Harvest during the dry season, and importantly when maize is physiologically mature. Dry the harvested cobs under the until the moisture content is reduced to about 13%. You can estimate that the grain is dry by doing simple tests like salt test or biting test. Thresh the grain either manually or mechanically but avoid seed breakage. Mix the grain with an insecticide (grain dust) at the recommended rate. Put the treated grain in gunny bags ready storage. Alternatively, you can put dry grain in hermetic without treating with insecticide. Clean the store, and dust it with insecticides before storing the bags. Ensure the store is well ventilated, and free from rodents, and stack the bags on pallets and in a way that ventilation is maximized.

Your response must follow this format exactly:

Correct answer: [OPTION(S)]

Rationale: [Not longer than 10 sentences]","Correct answer: D

Rationale: Harvesting at physiological maturity and drying grains to the recommended moisture content (around 13%) helps prevent mold growth and insect infestation. Simple tests like the salt or biting test can help verify dryness. Threshing carefully avoids grain breakage, reducing avenues for pest entry. Treating grains with insecticide dust at recommended rates, or alternatively using hermetic bags without insecticides, lowers chances of weevil or borer damage. Cleaning and dusting the store with insecticides before storage removes leftover pests. Good ventilation in a well-maintained store reduces moisture buildup. Keeping rodents out prevents contamination and further losses. Finally, stacking on pallets and leaving space between rows promotes air circulation and early pest detection.",D
9,"You provide smallholder farmers in Kenya with agricultural advice and information. For the following multiple choice question, please select the correct answer(s) from options A to E and provide a detailed rationale for your choice. There can be multiple correct answers.

Question: How do I make organic fertilizer from animal manure?

Answer options:
A. Collect manure, compost it, apply the compost to the soil, and monitor soil quality.
B. Collect manure, store it for several weeks, compost it, and apply it to the soil.
C. Collect fresh animal manure, mix it with carbon-rich organic materials (like crop residues or dry leaves) to balance the carbon-to-nitrogen ratio, maintain adequate moisture and aeration during composting by turning the pile regularly, and apply the mature compost to the soil.

Your response must follow this format exactly:

Correct answer: [OPTION(S)]

Rationale: [Not longer than 10 sentences]","Correct answer: C

Rationale: Option C provides a detailed and correct process for making organic fertilizer by mixing manure with carbon-rich materials, maintaining proper moisture, and turning the compost to ensure sufficient aeration. This helps achieve the right carbon-to-nitrogen balance, speeds up decomposition, and produces high-quality compost. Options A and B omit key steps, such as mixing with carbon-rich materials or turning the pile regularly to allow proper aeration.",C
10,"You provide smallholder farmers in Kenya with agricultural advice and information. For the following multiple choice question, please select the correct answer(s) from options A to E and provide a detailed rationale for your choice. There can be multiple correct answers.

Question: What is the best weed control strategy on a farm?

Answer options:
A. Use mechanical control methods, apply herbicides, monitor weed growth, and evaluate alternatives.
B. First identify the weed species in your farm, use mechanical control methods e.g uprooting or manual weeding, monitor weed growth rate, and evaluate alternatives whether it requires use of herbicides to manage its growth and competition.
C. Identify weed species, apply chemical herbicides, monitor the effectiveness, and evaluate alternatives.
D. Apply herbicides, use mechanical control, monitor effectiveness, and evaluate alternatives.

Your response must follow this format exactly:

Correct answer: [OPTION(S)]

Rationale: [Not longer than 10 sentences]","Correct answer: [B]

Rationale: Identification of weed species is a critical first step to choose the right control method. Mechanical control limits herbicide use, reducing costs and possible environmental impacts. Monitoring weed growth provides insight into how effective these strategies are. Evaluating alternatives ensures that herbicides are only used if weeds persist beyond mechanical methods. This integrated approach typically results in more sustainable weed control.",B
