question_id,prompt,answer
1,"You provide smallholder farmers in India with high quality agricultural advice and information. Please respond to the following question like an agronomist or agricultural extension agent would respond to a smallholder farmer. Be factually correct, precise and make the response understandable for a smallholder farmer. Do not use more than 10 sentences.

Question: What factors affect the price of Guntur Chilli?","1. The first thing buyers look at is quality: pods that are bright red, uniform, with high pungency and low moisture always fetch a premium.  
2. Variety matters; popular export types such as 334, Teja (S-17) or Wonder Hot get higher rates than local or mixed lots.  
3. Grades are fixed in the Guntur market based on moisture, length, colour and amount of broken or damaged pods—better grades mean better price.  
4. Daily supply at the Guntur yard strongly affects the rate: when many lorry-loads arrive after harvest, prices dip; when arrivals are thin, rates rise.  
5. Overall production levels in Andhra Pradesh, Telangana and Karnataka change the price—drought, heavy rain, or pest attacks that cut yield usually push prices up.  
6. Export demand from China, Bangladesh, Sri Lanka and the Gulf can suddenly raise prices; a slowdown or higher freight costs pull them down.  
7. Domestic festival and masala-industry demand (e.g., before Diwali or Ramzan) also creates temporary spikes.  
8. Cold-storage capacity influences the market: if farmers or traders can hold stock, they release slowly and keep prices firm; when stores are full, they rush sales and prices fall.  
9. Government moves—such as export incentives, pesticide residue alerts, or changes in minimum support for alternative crops—indirectly sway chilli prices.  
10. Finally, daily auction mood and information flow matter, so checking updated market arrivals and rates before deciding to sell can add several rupees per kilo to your income."
2,"You provide smallholder farmers in India with high quality agricultural advice and information. Please respond to the following question like an agronomist or agricultural extension agent would respond to a smallholder farmer. Be factually correct, precise and make the response understandable for a smallholder farmer. Do not use more than 10 sentences.

Question: What is the appropriate age for vaccination of cows?  ","1. No vaccine is needed at birth; just be sure the calf gets plenty of colostrum within the first 2 hours.  
2. Begin vaccinations when the calf is 3–4 months old, because by that age the protection from colostrum has fallen.  
3. Foot-and-Mouth Disease (FMD): first dose at 4 months, booster one month later, then repeat every 6 months (usually Feb–Mar and Sept–Oct).  
4. Haemorrhagic Septicaemia (HS): first dose at 4–6 months, then one shot every year just before the monsoon.  
5. Black Quarter (BQ): first dose at 6 months, then yearly along with the HS vaccine.  
6. Brucellosis (S-19 vaccine): give one dose to female calves only, between 4 and 8 months of age; no booster is needed later.  
7. Anthrax (only in areas where the disease occurs): first dose at 6 months, then yearly.  
8. Theileriosis vaccine (optional but useful in cross-bred animals): single dose at about 3–4 months of age.  
9. Keep all vaccines in an ice box while you travel, use a new sterile needle for every animal, and record the date on a wall chart.  
10. Follow this schedule and your cattle will be well protected, but always consult your local veterinarian if disease risk in your area changes."
3,"You provide smallholder farmers in India with high quality agricultural advice and information. Please respond to the following question like an agronomist or agricultural extension agent would respond to a smallholder farmer. Be factually correct, precise and make the response understandable for a smallholder farmer. Do not use more than 10 sentences.

Question: What cheyyali to prevent the mango tree from rotting and falling ","1. Keep rain-water from standing near the base of the mango: make a shallow ring-basin 50-60 cm away from the trunk and dig a small drain so excess water flows out quickly.  
2. Mix 2–3 kg well-decomposed farmyard manure + 250 g neem-cake + 50 g Trichoderma viride powder in the topsoil around each tree every year; this encourages good microbes that suppress root-rot fungi.  
3. Once a year, scrape loose, cracked or blackened bark from the collar region, let it dry for a day, and paint the cleaned area with Bordeaux paste or 3 % copper oxychloride paste to stop stem-rot and gummosis.  
4. Remove and burn any dead or badly infected branches immediately so the disease cannot spread.  
5. Give balanced nutrition: per bearing tree apply about 50 kg FYM, 500 g N, 250 g P₂O₅ and 500 g K₂O in two splits (June–July and October) because weak, under-fed trees rot and fall more easily.  
6. Avoid mechanical injuries from ploughs or goats; if wounds occur, disinfect with 0.25 % copper oxychloride solution and then seal with Bordeaux paste.  
7. Never heap soil, mulch or fertilizers right against the trunk—keep at least a 15 cm gap so the collar stays dry and airy.  
8. For areas with strong winds, prune the tree after harvest to keep the canopy low and balanced, and tie young trees to a strong stake.  
9. In heavy rainfall zones, graft the scion on Phytophthora-tolerant rootstocks like Vellaikolumban if you plant new orchards.  
10. Inspect trees monthly; early detection of soft, dark, foul-smelling patches allows quick treatment and saves the whole tree."
4,"You provide smallholder farmers in India with high quality agricultural advice and information. Please respond to the following question like an agronomist or agricultural extension agent would respond to a smallholder farmer. Be factually correct, precise and make the response understandable for a smallholder farmer. Do not use more than 10 sentences.

Question: What are alternative crops to cowdung?","Cow-dung is only one kind of organic manure; if you don’t have enough of it, you can feed the soil with other materials that give similar or even higher nutrient value. 1) Poultry litter (chicken droppings) contains about twice as much nitrogen as cow-dung, so apply 1.5–2 t/acre well-composted and mixed into the top 10 cm of soil. 2) Goat or sheep manure is rich in nitrogen and potassium; use 2–3 t/acre after 2–3 months of heaping and turning so it loses excess heat and salts. 3) Vermicompost made with earthworms from crop residues delivers balanced N-P-K and improves soil structure; 1 t/acre before sowing is enough for most field crops. 4) Press cakes of neem, groundnut or mustard left after oil extraction supply slow-release nitrogen and some phosphorus; broadcast 100–150 kg/acre and lightly incorporate. 5) Green-manure crops like dhaincha (Sesbania), sunhemp or cowpea can be sown, grown for 40–45 days, and ploughed under to add 4–6 t/acre of fresh biomass and about 40–60 kg N/ha. 6) Crop-residue compost (made from straw, husk, vegetable waste) put at 3–4 t/acre adds organic carbon and micronutrients. 7) If no organic source is available, balanced chemical fertilisers (for example 40 kg urea, 25 kg SSP, 15 kg MOP per acre for cereals) can supply nutrients, but always add at least some organic matter to keep soil lively. 8) Whatever option you choose, compost it well, keep moisture suitable, and avoid applying fresh, raw manure directly to standing crops to prevent burning and disease."
5,"You provide smallholder farmers in India with high quality agricultural advice and information. Please respond to the following question like an agronomist or agricultural extension agent would respond to a smallholder farmer. Be factually correct, precise and make the response understandable for a smallholder farmer. Do not use more than 10 sentences.

Question: What are the effects of marigold as a trap crop?","Marigold works like a “sacrificial” plant that pulls pests away from your main crop and can even kill some soil-borne enemies. 1) Most Tagetes marigold varieties release chemicals (thiophenes) from their roots that suppress or kill root-knot nematodes, reducing galling on nearby vegetables like tomato, okra and brinjal. 2) The bright flowers attract sap-sucking insects and fruit borers (e.g., Helicoverpa), so fewer of these pests settle on your cash crop; you can then hand-pick or spray only the marigold rows. 3) Because pests concentrate on the marigold border, you use less pesticide overall and avoid spraying the food crop itself. 4) Marigold blooms also provide nectar and pollen that support ladybird beetles, hoverflies and parasitic wasps, increasing natural pest control. 5) The strong scent confuses some insects such as whiteflies and aphids, lowering their landing rate on neighbouring plants. 6) After 45–60 days you can cut and incorporate marigold biomass into the soil to add organic matter and keep suppressing nematodes. 7) Keep a 1:10 ratio—one row of marigold for every 10 rows of the main crop, or surround the field with a 45–60 cm wide strip—for best results."
6,"You provide smallholder farmers in India with high quality agricultural advice and information. Please respond to the following question like an agronomist or agricultural extension agent would respond to a smallholder farmer. Be factually correct, precise and make the response understandable for a smallholder farmer. Do not use more than 10 sentences.

Question: How do I prevent leaf blight in chili?","1. Use certified, disease-free seed or resistant/tolerant varieties such as Arka Lohit, Arka Abhir, or Suraj to keep the disease out of your field from the start.  
2. Before sowing, treat the seed with Thiram or Captan @ 3 g per kg seed (or Trichoderma harzianum @ 4 g per kg) to kill any blight fungus present.  
3. Raise seedlings on a raised, well-drained nursery bed, and drench the bed every 7–10 days with a 0.2 % solution of copper oxychloride to stop early infection.  
4. Transplant only healthy seedlings at a spacing of about 45 cm × 45 cm so that air moves freely and leaves dry quickly after rain or irrigation.  
5. Avoid overhead or late-evening irrigation; instead, use furrow or drip irrigation in the morning to stop water from splashing spores onto the leaves.  
6. Remove and burn the first infected leaves or plants you see, and keep the plot free of last season’s crop residues and weeds that harbour the blight pathogen.  
7. Apply 2–3 sprays of Mancozeb + Metalaxyl (e.g., Ridomil Gold) or copper oxychloride @ 2.5 g per litre at 10-day intervals when weather is warm and humid, starting as soon as you notice the first spots.  
8. Between chemical sprays, you can alternate with a biocontrol product containing Trichoderma or Bacillus subtilis to slow resistance build-up and lower costs.  
9. Always mix sticker/spreader (e.g., 1 ml liquid soap per litre) with sprays, and follow the pre-harvest interval (usually 5–7 days) to keep residues off the harvested chillies."
7,"You provide smallholder farmers in India with high quality agricultural advice and information. Please respond to the following question like an agronomist or agricultural extension agent would respond to a smallholder farmer. Be factually correct, precise and make the response understandable for a smallholder farmer. Do not use more than 10 sentences.

Question: Can the quantity of grain be increased in the absence of green fodder?  ","No.  Ruminant animals (cow, buffalo, goat) must have some bulky roughage in the ration to keep the rumen working; only increasing grain can cause acidosis, bloat and fall in milk-fat or even death.  
If fresh green fodder is not available, give 4–5 kg dry fodder (wheat/paddy straw, hay, stover) for every 1 kg concentrate mixture you offer.  
Enrich dry fodder by chopping it finely and, if possible, treating it with 4 kg urea + 40 kg water per 100 kg straw and covering it for 21 days; this raises its protein value.  
Silage made from maize, sorghum or Napier cut at the milk stage is another good substitute for greens and can be stored for 6–8 months.  
You can also supplement with tree leaves (subabul, babul, ber), hydroponic fodder, or 1–2 kg Azolla per animal per day.  
Do not exceed roughly 1 kg concentrate per 2–2.5 kg milk produced, and always mix 50–100 g mineral mixture plus a handful of common salt in the daily concentrate.  
Provide plenty of clean water.  
By keeping this balance of roughage and concentrate, the animals stay healthy and milk yield remains steady until fresh green fodder is again available."
8,"You provide smallholder farmers in India with high quality agricultural advice and information. Please respond to the following question like an agronomist or agricultural extension agent would respond to a smallholder farmer. Be factually correct, precise and make the response understandable for a smallholder farmer. Do not use more than 10 sentences.

Question: How do I to recognize milk fever in cows?  ","1. Milk fever (low blood calcium) usually strikes high-yield, older cows within 1–3 days after calving.  
2. First signs are loss of appetite, restlessness and fine muscle tremors in the shoulders, flanks or face.  
3. The ears, muzzle and legs feel unusually cold and the eyes look dull because body temperature drops.  
4. The cow stands with a stiff, shaky gait, often with her hind feet close together and her head turned toward her flank.  
5. Very soon she collapses onto her chest, then rolls onto her side and cannot rise.  
6. While down she keeps her head bent along her body, the rumen stops moving, little dung is passed and gas may build up, causing bloat.  
7. Breathing becomes slow, the heartbeat is weak and the cow may grunt with every breath.  
8. Without quick treatment (intravenous or subcutaneous calcium from a veterinarian) she can slip into a coma and die within 6–12 hours.  
9. Any freshly calved cow that is cold, shaky or unable to stand should be assumed to have milk fever and treated immediately."
9,"You provide smallholder farmers in India with high quality agricultural advice and information. Please respond to the following question like an agronomist or agricultural extension agent would respond to a smallholder farmer. Be factually correct, precise and make the response understandable for a smallholder farmer. Do not use more than 10 sentences.

Question: Can animal feed be made at home?  ","Yes, you can prepare good-quality animal feed at home by mixing locally available grains, pulses, oil-cakes, minerals and green fodder in the right proportions. Start with an energy source such as crushed maize, sorghum or broken rice (50–60 % of the mix). Add a protein source like groundnut cake, soybean meal or cottonseed cake (20–30 %). Include a small amount of bran or husk for fibre (5–10 %). Mix in a mineral–vitamin premix and common salt (about 1 % each) to prevent deficiencies; these are inexpensive and sold at most agri-input shops. Grind or crush all ingredients so that particles are uniform and easy for animals to digest. Store the feed in a clean, dry, airtight bin; use it within 30 days to avoid mould. Always introduce the new feed gradually over one week so animals adjust without digestive upsets."
10,"You provide smallholder farmers in India with high quality agricultural advice and information. Please respond to the following question like an agronomist or agricultural extension agent would respond to a smallholder farmer. Be factually correct, precise and make the response understandable for a smallholder farmer. Do not use more than 10 sentences.

Question: How do I to choose a suitable breed of cow?  ","1. First decide your main goal: high milk, draught power, or both—your purpose guides the breed.  
2. If you have good year-round fodder, shade, clean water and nearby veterinary services, choose proven crossbreds such as Holstein-Friesian × Gir or Jersey × Sahiwal, which can give 15–20 litres of milk per day.  
3. If your area is very hot, disease-prone or fodder is limited, hardy indigenous breeds like Gir, Sahiwal, Tharparkar or Red Sindhi are safer; they yield 8–12 litres but fall sick less and conceive easier.  
4. Check feed demand: a high-yielding crossbred needs about 25–30 kg green fodder, 4–5 kg concentrate and plenty of water daily, while indigenous cows manage with roughly two-thirds of that.  
5. Examine the individual animal—she should have a large, well-attached udder, straight teeth, bright eyes, strong legs and no nasal discharge or overgrown hooves.  
6. Ask to see milk-yield or lactation records; if none exist, watch her being milked and test milk yield yourself.  
7. Select cows that calve every 12–14 months; long calving intervals mean hidden fertility problems.  
8. Make sure vaccinations (FMD, HS, Brucellosis) and deworming are up to date, and quarantine the new cow for 2 weeks before mixing with your herd.  
9. Always buy from a reliable government farm, certified breeder or a farmer you trust, and insist on a bill of sale and health card.  
10. Finally, match the breed to your resources rather than only to headline milk numbers—healthy, manageable cows give better profit than fragile high-producers."
