question_id,prompt,answer
1,"You provide smallholder farmers in India with high quality agricultural advice and information. Please respond to the following question like an agronomist or agricultural extension agent would respond to a smallholder farmer. Be factually correct, precise and make the response understandable for a smallholder farmer. Do not use more than 10 sentences.

Question: What factors affect the price of Guntur Chilli?","The price of Guntur chilli is influenced by several key factors that you should understand as a farmer. The most important factor is the total production volume - when overall production is high, prices typically decrease, and when production is low due to weather problems or crop damage, prices increase. Quality parameters like color, pungency level, and moisture content significantly affect the price, with bright red chilies having less than 10% moisture fetching better rates. International demand, especially from countries like China, Bangladesh, and Sri Lanka, plays a crucial role since exports drive prices up. Domestic demand from food processing companies and spice manufacturers also affects market rates. Timing of harvest matters - early or late arrival compared to the main season can lead to price variations. Storage conditions and available stock in cold storage facilities influence price movements throughout the year. Weather conditions during the growing season that affect crop quality and quantity have a direct impact on prices."
2,"You provide smallholder farmers in India with high quality agricultural advice and information. Please respond to the following question like an agronomist or agricultural extension agent would respond to a smallholder farmer. Be factually correct, precise and make the response understandable for a smallholder farmer. Do not use more than 10 sentences.

Question: What is the appropriate age for vaccination of cows?  ","Namaste farmer brother/sister. For healthy cattle, vaccination should start when calves are 4 months old, as maternal antibodies protect them until then. For Foot and Mouth Disease (FMD), vaccinate calves at 4 months and repeat every 6 months throughout their life. For Hemorrhagic Septicemia (HS), start at 6 months and give a booster after 6 months, then vaccinate annually. Black Quarter (BQ) vaccination should begin at 6 months, with annual boosters. For Brucellosis, vaccinate female calves only once between 4-8 months of age. The exact vaccination schedule may vary slightly based on your local disease risks, so please consult your local veterinarian for a customized schedule. Remember to maintain proper records of vaccinations and only vaccinate healthy animals. Always get vaccines from reliable sources and keep them properly refrigerated until use."
3,"You provide smallholder farmers in India with high quality agricultural advice and information. Please respond to the following question like an agronomist or agricultural extension agent would respond to a smallholder farmer. Be factually correct, precise and make the response understandable for a smallholder farmer. Do not use more than 10 sentences.

Question: What cheyyali to prevent the mango tree from rotting and falling ","Namaste farmer, I understand you're concerned about your mango tree's health and rotting issues. First, ensure proper drainage around the tree base as waterlogging is a major cause of root rot. Regularly inspect the tree trunk for signs of fungal growth or decay, and remove any dead or infected branches immediately using clean, sharp tools. Apply a copper-based fungicide during the pre-monsoon period to prevent fungal infections. Keep the area around the tree clean by removing fallen leaves and fruits that can harbor diseases. If you notice any wounds on the trunk, apply a tree wound dressing or copper paste to prevent infection entry. Maintain proper spacing between trees for good air circulation. For severe cases where the trunk is already rotting, scrape out the damaged portion until you reach healthy wood, then apply copper paste and seal with tree wound dressing. Remember, prevention is better than cure, so maintain good orchard hygiene throughout the year."
4,"You provide smallholder farmers in India with high quality agricultural advice and information. Please respond to the following question like an agronomist or agricultural extension agent would respond to a smallholder farmer. Be factually correct, precise and make the response understandable for a smallholder farmer. Do not use more than 10 sentences.

Question: What are alternative crops to cowdung?","I understand you are asking about alternatives to using cowdung as fertilizer. The main natural alternatives are:

1. Compost made from crop residues, vegetable waste, and leaf litter
2. Poultry manure, which is rich in nitrogen and phosphorus
3. Sheep/goat manure, which has higher nutrient content than cowdung
4. Green manure crops like dhaincha, sunhemp, or moong that can be grown and incorporated into soil
5. Vermicompost produced by earthworms
6. Neem cake, which provides nutrients and acts as a natural pesticide

All these options can improve soil fertility similar to cowdung. I recommend using a combination of these alternatives based on what is easily available in your area. You can also combine these organic materials with small amounts of chemical fertilizers for better results. Please contact your local agriculture extension office for specific recommendations for your soil type and crops."
5,"You provide smallholder farmers in India with high quality agricultural advice and information. Please respond to the following question like an agronomist or agricultural extension agent would respond to a smallholder farmer. Be factually correct, precise and make the response understandable for a smallholder farmer. Do not use more than 10 sentences.

Question: What are the effects of marigold as a trap crop?","Marigold is an excellent trap crop that helps protect your main crops in multiple ways. When planted around your field borders or between crop rows, marigold attracts harmful pests like nematodes and keeps them away from your main crop. The roots of marigold release natural chemicals that reduce nematode populations in the soil, making it healthier for your next crop. Marigold flowers also attract beneficial insects like bees, butterflies, and predatory wasps that help with pollination and control other pest insects. Additionally, marigold acts as an indicator plant - if pests damage the marigold first, it gives you early warning to protect your main crop. For best results, plant marigold 3-4 weeks before your main crop and maintain a spacing of 20-25 cm between plants. French marigold varieties like Single Gold and Nemagold work particularly well as trap crops. As an added benefit, you can also sell marigold flowers in the market for extra income."
6,"You provide smallholder farmers in India with high quality agricultural advice and information. Please respond to the following question like an agronomist or agricultural extension agent would respond to a smallholder farmer. Be factually correct, precise and make the response understandable for a smallholder farmer. Do not use more than 10 sentences.

Question: How do I prevent leaf blight in chili?","To prevent leaf blight in chili, start by using disease-free seeds and seedlings from reliable sources. Always maintain proper plant spacing (45-60 cm between plants) to ensure good air circulation and reduce humidity between plants. Practice crop rotation - don't grow chilies in the same field for at least 2-3 years. Remove and burn infected leaves and plants immediately to prevent disease spread. When irrigating, avoid wetting the leaves and water only at the base of the plant, preferably in the morning. Apply a preventive spray of copper oxychloride (2.5g/liter of water) or Bordeaux mixture during humid weather conditions. Keep your field free from weeds as they can harbor the disease. If you notice early symptoms like brown spots on leaves with yellow edges, immediately spray with recommended fungicides like mancozeb (2g/liter) or carbendazim (1g/liter). For organic management, you can spray neem oil solution (5ml/liter) mixed with pseudomonas fluorescens."
7,"You provide smallholder farmers in India with high quality agricultural advice and information. Please respond to the following question like an agronomist or agricultural extension agent would respond to a smallholder farmer. Be factually correct, precise and make the response understandable for a smallholder farmer. Do not use more than 10 sentences.

Question: Can the quantity of grain be increased in the absence of green fodder?  ","Yes, you can maintain good grain production even when green fodder is limited, but you need to ensure proper nutrition through alternative means. Mix dry fodder (like wheat straw or paddy straw) with concentrate feed that contains protein (like oil cakes, bran) and minerals to provide balanced nutrition to your cattle. Adding 2-3 kg of concentrate feed per day for milking animals can help maintain milk production and body condition. Treat poor quality crop residues with urea (4 kg urea dissolved in 60-65 liters of water per 100 kg of straw) to improve their nutritional value and digestibility. Growing azolla in small ponds or tanks can provide fresh green feed supplement even during fodder shortage. Keep animals well-hydrated and provide mineral mixture daily to prevent deficiencies. With proper feed management using these alternatives, you can maintain animal health and productivity even without regular green fodder."
8,"You provide smallholder farmers in India with high quality agricultural advice and information. Please respond to the following question like an agronomist or agricultural extension agent would respond to a smallholder farmer. Be factually correct, precise and make the response understandable for a smallholder farmer. Do not use more than 10 sentences.

Question: How do I to recognize milk fever in cows?  ","Milk fever usually occurs within 72 hours after calving, and you need to watch out for these clear signs: The cow will appear weak, have cold ears, and show muscle tremors, especially around the head and legs. You'll notice the cow is unsteady when walking and may eventually lie down, unable to stand up. A cow with milk fever will typically sit with her head turned to the side, looking like an 'S' shape. The cow will also have a dry nose, cold body temperature, and may seem mentally dull or unresponsive. Her heart rate will be weak and fast, and she might have difficulty eating or drinking. If you notice these symptoms, contact your local veterinarian immediately, as milk fever can be fatal if not treated quickly. Remember that older cows and high-producing dairy cows are most at risk, so pay special attention to them around calving time."
9,"You provide smallholder farmers in India with high quality agricultural advice and information. Please respond to the following question like an agronomist or agricultural extension agent would respond to a smallholder farmer. Be factually correct, precise and make the response understandable for a smallholder farmer. Do not use more than 10 sentences.

Question: Can animal feed be made at home?  ","Yes, you can prepare nutritious animal feed at home using locally available ingredients. For cattle and buffaloes, you can mix chopped dry fodder (wheat/rice straw), green fodder (like berseem, lucerne, or maize), and concentrate feed (mixture of grains like maize, wheat, or sorghum with oilseed cakes). For poultry, you can prepare feed by mixing crushed grains (maize, broken rice, or wheat), soybean meal or groundnut cake for protein, and small amounts of mineral mixture. Always ensure ingredients are clean, free from mold, and properly dried before mixing. Store homemade feed in a dry place and use within 2-3 weeks to prevent spoilage. While making feed at home can save money, ensure you maintain the right balance of energy, protein, and minerals based on the animal type and age. For specific feed formulations suitable for your animals, please consult your local veterinarian or animal husbandry department."
10,"You provide smallholder farmers in India with high quality agricultural advice and information. Please respond to the following question like an agronomist or agricultural extension agent would respond to a smallholder farmer. Be factually correct, precise and make the response understandable for a smallholder farmer. Do not use more than 10 sentences.

Question: How do I to choose a suitable breed of cow?  ","Choosing the right cow breed depends on your specific needs and local conditions. For milk production, popular Indian breeds like Sahiwal, Gir, and Red Sindhi give good yields while being heat-tolerant and disease-resistant. If you have limited resources for feed, choose indigenous breeds as they can survive on local fodder and are more resistant to diseases compared to exotic breeds like Holstein-Friesian. Consider the initial cost, your ability to provide proper feed and shelter, and availability of veterinary services in your area. Check the cow's age (2-4 years is ideal for first-time calving), physical appearance (healthy coat, active behavior, sound legs), and previous milk production records if available. Ask other successful dairy farmers in your village about their experiences with different breeds. Also consider if artificial insemination services are available in your area for the breed you choose. Before buying, have a veterinarian examine the cow to confirm it's healthy and pregnant if being sold as such."
